67.194.245.27 - - [04/Oct/2012:00:01:39 -0400] "GET /dashboard HTTP/1.1" 302 3789 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:13.0) Gecko/20100101 Firefox/13.0"
67.194.68.7 - gamza [04/Oct/2012:13:54:12 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 304 374 "https://www.gradecraft.com/users/183" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.68.7 - gamza [04/Oct/2012:13:54:12 -0400] "GET /users/predictor.json?user_id=183 HTTP/1.1" 200 1771 "https://www.gradecraft.com/users/183" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.68.7 - gamza [04/Oct/2012:13:54:12 -0400] "GET /users/predictor.json?in_progress=true&user_id=183 HTTP/1.1" 200 1626 "https://www.gradecraft.com/users/183" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
68.40.192.202 - - [04/Oct/2012:13:55:28 -0400] "GET /dashboard HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - - [04/Oct/2012:13:55:29 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=5cnX8cZOOBiI7Po5bRwt+5NJvHdjZVXPRSYzF5UQHmUxz8CENeKlFQ-I5bdiIc2UvHFbDuJQ5muObL-BTSnuWhJ83chUbBV+u1LvKyuAq3iWCprZyaSmtAva90QG&https://www.gradecraft.com/dashboard HTTP/1.1" 301 900 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:29 -0400] "GET /dashboard HTTP/1.1" 200 5092 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:30 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 304 245 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:30 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 304 245 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:30 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 304 229 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:30 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1205 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:30 -0400] "GET /users/predictor.json?user_id=237 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:30 -0400] "GET /users/predictor.json?in_progress=true&user_id=237 HTTP/1.1" 200 1626 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:49 -0400] "GET /assignments/100/assignment_submissions/new?submittable_id=237&submittable_type=User HTTP/1.1" 200 3029 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:51 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/100/assignment_submissions/new?submittable_id=237&submittable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:51 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/100/assignment_submissions/new?submittable_id=237&submittable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:52 -0400] "GET /assignments/100/assignment_submissions/lib/css/wysiwyg-color.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/100/assignment_submissions/new?submittable_id=237&submittable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:53 -0400] "GET /assets/fontawesome-webfont.eot? HTTP/1.1" 200 39140 "https://www.gradecraft.com/assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:55:54 -0400] "GET /assets/fontawesome-webfont.woff HTTP/1.1" 200 42180 "https://www.gradecraft.com/assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:29 -0400] "POST /assignments/100/assignment_submissions HTTP/1.1" 302 1797 "https://www.gradecraft.com/assignments/100/assignment_submissions/new?submittable_id=237&submittable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:29 -0400] "GET /dashboard HTTP/1.1" 200 5332 "https://www.gradecraft.com/assignments/100/assignment_submissions/new?submittable_id=237&submittable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:30 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:31 -0400] "GET /users/predictor.json?user_id=237 HTTP/1.1" 304 1030 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:31 -0400] "GET /users/predictor.json?in_progress=true&user_id=237 HTTP/1.1" 304 885 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
67.194.212.74 - - [04/Oct/2012:13:56:36 -0400] "GET /dashboard HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:43 -0400] "GET /assignments/100/assignment_submissions/369?gradeable_id=237&gradeable_type=User HTTP/1.1" 200 2724 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:45 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/100/assignment_submissions/369?gradeable_id=237&gradeable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
68.40.192.202 - duncsmit [04/Oct/2012:13:56:45 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/assignments/100/assignment_submissions/369?gradeable_id=237&gradeable_type=User" "Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1"
67.194.47.174 - - [04/Oct/2012:13:57:49 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - - [04/Oct/2012:13:57:49 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=AObYDAlXblaMWEDxWShUWL2HTUX6fE3edzwlR3feJV1Enk3-ns7rNMhyhiOpicpW74yENazDKBEip9d-kT0OSJyjsS4lTmg6c4sGyVeIk9Nm9F6XXor6tkKhJg4m&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:49 -0400] "GET / HTTP/1.1" 302 1348 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:49 -0400] "GET /dashboard HTTP/1.1" 200 5060 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 200 46973 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1198 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 200 204178 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/always_learning.png HTTP/1.1" 200 3066 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 200 5498 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 200 3194 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 200 5796 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/great_critic.png HTTP/1.1" 200 5444 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 200 6372 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/concentrator.png HTTP/1.1" 200 3594 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 200 8410 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 200 4602 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/examination_expert.png HTTP/1.1" 200 4042 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 200 8458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/gamer.png HTTP/1.1" 200 4378 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 200 8362 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/level_one.png HTTP/1.1" 200 4458 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/personal.png HTTP/1.1" 200 4474 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 200 5354 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 200 6010 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/public_speaker.png HTTP/1.1" 200 5482 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/scribe.png HTTP/1.1" 200 3002 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 200 5722 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 200 5994 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /users/predictor.json?user_id=270 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
67.194.47.174 - samsem [04/Oct/2012:13:57:50 -0400] "GET /users/predictor.json?in_progress=true&user_id=270 HTTP/1.1" 200 1610 "https://www.gradecraft.com/dashboard" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2"
68.61.5.55 - - [04/Oct/2012:13:58:10 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
70.91.224.42 - - [04/Oct/2012:13:58:26 -0400] "GET / HTTP/1.1" 302 3789 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - - [04/Oct/2012:13:58:34 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=crUoTaqFwyRZhfwZ6rIOnbm-4OVps897mzZEoveXQLgr4PQi74F1DPvGgUgNHGVDoCdZSFq28ifbSAT3r4yY8g8CyjXz2w-ET-PI23Ug971D8vFD3qLy2Ur945ey&https://www.gradecraft.com/ HTTP/1.1" 301 868 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:35 -0400] "GET / HTTP/1.1" 200 5092 "https://weblogin.umich.edu/?cosign-www.gradecraft.com&https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:35 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 304 245 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:35 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 304 245 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:36 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 4288 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:36 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 304 3457 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:36 -0400] "GET /users/predictor.json?user_id=230 HTTP/1.1" 304 869 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
70.91.224.42 - apmack [04/Oct/2012:13:58:36 -0400] "GET /users/predictor.json?in_progress=true&user_id=230 HTTP/1.1" 304 869 "https://www.gradecraft.com/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:15.0) Gecko/20100101 Firefox/15.0.1"
98.224.226.94 - - [04/Oct/2012:13:59:14 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
67.194.90.38 - - [04/Oct/2012:14:01:12 -0400] "GET / HTTP/1.1" 302 3984 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - - [04/Oct/2012:14:01:12 -0400] "GET /cosign/valid?cosign-www.gradecraft.com=6vyrjKQQgxfXlPLeqbCxhmuYnU-oHlQNxkCcRi2+JoB2Y6mbgNb081T+YrisAlctzy41H1CuJNHBwzl2S3aWrAVKpVmpGTHdCq53TP21KNqYAll2-8jvGhYE1YI6&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:12 -0400] "GET / HTTP/1.1" 302 1348 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:12 -0400] "GET /dashboard HTTP/1.1" 200 5124 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:13 -0400] "GET / HTTP/1.1" 200 8352 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:13 -0400] "GET /assets/application-ecd494f92b13eff6c1f1042a0c2c0300.css HTTP/1.1" 304 245 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:13 -0400] "GET /assets/application-1c8a7386185fa79b964fbb3a368c2523.js HTTP/1.1" 304 3473 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:13 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 4288 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:14 -0400] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 304 229 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:14 -0400] "GET /users/predictor.json?user_id=243 HTTP/1.1" 200 1610 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:14 -0400] "GET /users/predictor.json?in_progress=true&user_id=243 HTTP/1.1" 200 1610 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:19 -0400] "GET /users/edit_profile HTTP/1.1" 200 3156 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:01:19 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/users/edit_profile" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.112.25 - - [04/Oct/2012:14:02:04 -0400] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
67.194.90.38 - adonne [04/Oct/2012:14:04:39 -0400] "GET / HTTP/1.1" 304 1062 "-" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:04:40 -0400] "GET /assets/stylesheets/cyborg.min.css HTTP/1.1" 404 1044 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:04:40 -0400] "GET /users/predictor.json?user_id=243 HTTP/1.1" 304 1014 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:04:40 -0400] "GET /users/predictor.json?in_progress=true&user_id=243 HTTP/1.1" 304 869 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
67.194.90.38 - adonne [04/Oct/2012:14:04:44 -0400] "GET /users/edit_profile HTTP/1.1" 304 917 "https://www.gradecraft.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
