67.194.12.52 - - [11/Nov/2012:00:03:46 -0500] "GET / HTTP/1.1" 302 3254 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.25 (KHTML, like Gecko) Version/6.0 Safari/536.25"
99.9.114.85 - mmanty [11/Nov/2012:17:58:42 -0500] "GET /assignments/115 HTTP/1.1" 200 4900 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=10&gradeable_type=Group&group_id=10" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:17:58:45 -0500] "GET /assignments/116/groups/new HTTP/1.1" 200 12384 "https://www.gradecraft.com/assignments/116" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
99.9.114.85 - mmanty [11/Nov/2012:17:58:46 -0500] "GET /assignments/115/grades/new?gradeable_id=11&gradeable_type=Group&group_id=11 HTTP/1.1" 200 3172 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:17:58:46 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1012 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
99.9.114.85 - mmanty [11/Nov/2012:17:58:47 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1012 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=11&gradeable_type=Group&group_id=11" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:58:53 -0500] "POST /assignments/115/grades HTTP/1.1" 302 1588 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=11&gradeable_type=Group&group_id=11" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:58:53 -0500] "GET /assignments/115 HTTP/1.1" 200 4932 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=11&gradeable_type=Group&group_id=11" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:58:57 -0500] "GET /assignments/115/grades/new?gradeable_id=12&gradeable_type=Group&group_id=12 HTTP/1.1" 200 3172 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:58:58 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1012 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=12&gradeable_type=Group&group_id=12" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:06 -0500] "POST /assignments/115/grades HTTP/1.1" 302 1604 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=12&gradeable_type=Group&group_id=12" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:06 -0500] "GET /assignments/115 HTTP/1.1" 200 4948 "https://www.gradecraft.com/assignments/115/grades/new?gradeable_id=12&gradeable_type=Group&group_id=12" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:17:59:13 -0500] "POST /assignments/116/groups HTTP/1.1" 302 1781 "https://www.gradecraft.com/assignments/116/groups/new" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:17:59:13 -0500] "GET /assignments/116 HTTP/1.1" 200 3604 "https://www.gradecraft.com/assignments/116/groups/new" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
99.9.114.85 - mmanty [11/Nov/2012:17:59:14 -0500] "GET /users/234 HTTP/1.1" 200 5876 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:16 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1012 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:16 -0500] "GET /users/predictor.json?in_progress=true&user_id=234 HTTP/1.1" 200 1546 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:16 -0500] "GET /users/predictor.json?user_id=234 HTTP/1.1" 200 1707 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:17:59:25 -0500] "GET /assignments/116/groups/new HTTP/1.1" 304 933 "https://www.gradecraft.com/assignments/116" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:17:59:26 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1012 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
99.9.114.85 - mmanty [11/Nov/2012:17:59:38 -0500] "GET /assignments/115/grades/14529?gradeable_id=11&gradeable_type=Group HTTP/1.1" 200 2773 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:48 -0500] "GET /assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group HTTP/1.1" 200 3172 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:49 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1012 "https://www.gradecraft.com/assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:53 -0500] "POST /assignments/115/grades/14529 HTTP/1.1" 302 1604 "https://www.gradecraft.com/assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:17:59:53 -0500] "GET /assignments/115 HTTP/1.1" 200 4948 "https://www.gradecraft.com/assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:02 -0500] "GET /users/234 HTTP/1.1" 304 901 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:04 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1012 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:04 -0500] "GET /users/predictor.json?in_progress=true&user_id=234 HTTP/1.1" 304 869 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:04 -0500] "GET /users/predictor.json?user_id=234 HTTP/1.1" 304 1014 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:09 -0500] "GET /users/234 HTTP/1.1" 304 901 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:11 -0500] "GET /assets/application-a3ae5c543e1d181d1d7cb923cba7352c.css HTTP/1.1" 304 245 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:11 -0500] "GET /assets/application-4019f0e2cdfabad442b22c5ea2d0cede.js HTTP/1.1" 304 245 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:11 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1012 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/always_learning.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1012 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/concentrator.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/great_critic.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/examination_expert.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/gamer.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/learning_from_mistakes.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/level_one.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/personal.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/participatory_democrat.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/practice_makes_perfect.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/public_speaker.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/scribe.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /badges/pos101/times_immemorial.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /users/predictor.json?in_progress=true&user_id=234 HTTP/1.1" 304 869 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:12 -0500] "GET /users/predictor.json?user_id=234 HTTP/1.1" 304 869 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
141.213.172.140 - cholma [11/Nov/2012:18:00:16 -0500] "POST /assignments/116/groups HTTP/1.1" 302 1781 "https://www.gradecraft.com/assignments/116/groups/new" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
141.213.172.140 - cholma [11/Nov/2012:18:00:16 -0500] "GET /assignments/116 HTTP/1.1" 200 3700 "https://www.gradecraft.com/assignments/116/groups/new" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
99.9.114.85 - mmanty [11/Nov/2012:18:00:24 -0500] "GET /assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group HTTP/1.1" 200 3188 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:25 -0500] "GET /assets/bootstrap-wysihtml5/wysiwyg-color.css HTTP/1.1" 404 1012 "https://www.gradecraft.com/assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
141.211.251.98 - - [11/Nov/2012:18:00:27 -0500] "GET / HTTP/1.1" 302 901 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
141.211.251.98 - - [11/Nov/2012:18:00:28 -0500] "GET /cosign/valid?cosign-www.gradecraft.com=TFff1oDtogYDOPlxmCV9lmJneBjPI8Hqd9uJjYxSS9ojfr6NVD9Xrsao26YTBbWO0vLlEUzVMWpZO2e6kFBER7VOlZ8saqP+Aqs0pP6ryBh7-wCgV2eCv8FUXW0+&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
141.211.251.98 - - [11/Nov/2012:18:00:28 -0500] "GET / HTTP/1.1" 302 756 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
141.211.251.98 - - [11/Nov/2012:18:00:28 -0500] "GET /cosign/valid?cosign-www.gradecraft.com=zgHHHvanmZdHqdKiAbzw6pK4Lae4uptXYaj4J0wBNM0LebbwOk0XxxHe2zOc8QdrGyq7j36-i6hxRqkPk3ttLAe5UNZR9ALKpDHmqopSCccA0u5gSJslasRQpxKO&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
141.211.251.98 - - [11/Nov/2012:18:00:28 -0500] "GET / HTTP/1.1" 302 756 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
141.211.251.98 - - [11/Nov/2012:18:00:28 -0500] "GET /cosign/valid?cosign-www.gradecraft.com=fdNc2LWblpO3vKzRdy-eVKYUaK2ovNBWrK7GqI7y1pmm8jirH23WrZQUZC0IkLR+of04W7ZJx15Fzbkd+hILfaOtaQoIy3GtSB-u9qo0M9V9WEIuTqChzCrbJrLr&https://www.gradecraft.com/ HTTP/1.1" 301 868 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
141.211.251.98 - - [11/Nov/2012:18:00:28 -0500] "GET / HTTP/1.1" 302 756 "-" "Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3; .NET4.0C; .NET4.0E)"
99.9.114.85 - mmanty [11/Nov/2012:18:00:28 -0500] "POST /assignments/115/grades/14529 HTTP/1.1" 302 1604 "https://www.gradecraft.com/assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:28 -0500] "GET /assignments/115 HTTP/1.1" 200 4948 "https://www.gradecraft.com/assignments/115/grades/14529/edit?gradeable_id=11&gradeable_type=Group" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:33 -0500] "GET /users/234 HTTP/1.1" 200 5892 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:35 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1012 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:36 -0500] "GET /users/predictor.json?in_progress=true&user_id=234 HTTP/1.1" 304 869 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:36 -0500] "GET /users/predictor.json?user_id=234 HTTP/1.1" 304 1014 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:40 -0500] "GET /users/234 HTTP/1.1" 304 901 "https://www.gradecraft.com/assignments/115" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:42 -0500] "GET /assets/application-a3ae5c543e1d181d1d7cb923cba7352c.css HTTP/1.1" 304 245 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:42 -0500] "GET /assets/application-4019f0e2cdfabad442b22c5ea2d0cede.js HTTP/1.1" 304 245 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:42 -0500] "GET /badges/pos101/phoebe_badge.jpg HTTP/1.1" 404 1012 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/always_learning.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/above_and_beyond.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/awesome_aggregator.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/teachers_pet.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/courageous_failure.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/presentation_of_self.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/concentrator.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/great_critic.png HTTP/1.1" 304 374 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/early_bird_special.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/examination_expert.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
99.9.114.85 - mmanty [11/Nov/2012:18:00:43 -0500] "GET /badges/pos101/gaining_experience.png HTTP/1.1" 304 229 "https://www.gradecraft.com/users/234" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:16.0) Gecko/20100101 Firefox/16.0"
